month,lat,lon,max_temp_c,min_temp_c,mean_temp_c,dtr_c,elevation_m,ndvi,evi,veg_cover_pct,forest_pct,savanna_pct,wetland_pct,cropland_pct,urban_pct,surface_water_occurrence_pct,rain_mm,humidity_rh_pct,soil_moisture_m3m3,wind_speed_ms
2020-12,5.008108,35.326249,47.5500,20.2900,32.8625,27.2600,456.0000,0.2995,0.1613,16.5917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.3197,38.3037,0.0641,1.5994
2020-12,5.008108,35.371164,47.0300,22.7900,34.3075,24.2400,461.0000,0.3196,0.1759,19.9250,0.0000,0.0113,0.0000,0.0000,0.0000,0.0000,56.2030,35.6933,0.0512,1.6894
2020-12,5.008108,35.416080,44.4300,24.6900,33.7875,19.7400,552.0000,0.3274,0.1798,21.2250,0.0000,1.7164,0.0000,0.0000,0.0000,0.0000,56.5920,35.6933,0.0512,1.6894
2020-12,4.963192,35.146585,41.8900,21.4300,30.4500,20.4600,459.0000,0.4502,0.2355,41.7000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,53.9943,40.1494,0.1211,1.4206
2020-12,4.963192,35.191501,42.4300,21.2900,30.7175,21.1400,455.0000,0.4458,0.2535,40.9667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.3048,41.2541,0.1014,1.4995
2020-12,4.963192,35.236417,43.7700,20.9100,31.5250,22.8600,488.0000,0.3663,0.2041,27.7167,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,65.1367,41.2541,0.1014,1.4995
2020-12,4.963192,35.281333,42.6300,19.9100,30.5350,22.7200,459.0000,0.4421,0.2356,40.3500,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,62.0396,38.3037,0.0641,1.5994
2020-12,4.963192,35.326249,42.3500,20.4900,30.7500,21.8600,455.0000,0.4141,0.2109,35.6833,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,62.2719,38.3037,0.0641,1.5994
2020-12,4.963192,35.371164,41.7900,24.7500,32.0225,17.0400,602.0000,0.4272,0.2369,37.8583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.5984,35.6933,0.0512,1.6894
2020-12,4.963192,35.416080,44.0900,23.1100,32.6525,20.9800,553.0000,0.3883,0.2207,31.3833,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,56.5345,35.6933,0.0512,1.6894
2020-12,4.918276,35.011838,42.5700,21.3700,30.9275,21.2000,507.0000,0.4207,0.2235,36.7833,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,49.5704,39.2495,0.1148,1.6048
2020-12,4.918276,35.056754,41.1300,22.8500,30.8550,18.2800,585.0000,0.4729,0.2629,45.4750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.9106,41.4641,0.0819,1.5921
2020-12,4.918276,35.101670,40.5700,22.6900,30.7200,17.8800,658.0000,0.4224,0.2181,37.0667,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,58.3641,41.4641,0.0819,1.5921
2020-12,4.918276,35.146585,40.5500,22.0100,30.3900,18.5400,545.0000,0.4611,0.2414,43.5167,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,58.3641,41.4641,0.0819,1.5921
2020-12,4.918276,35.191501,39.9700,22.1700,30.2100,17.8000,533.0000,0.4838,0.2619,47.2917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.3211,43.3744,0.1017,1.5608
2020-12,4.918276,35.236417,43.0300,21.7100,31.4550,21.3200,489.0000,0.4128,0.2262,35.4583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.1964,43.3744,0.1017,1.5608
2020-12,4.918276,35.281333,43.0300,21.9900,31.8725,21.0400,495.0000,0.4131,0.2111,35.5167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.6586,39.2490,0.0732,1.6504
2020-12,4.918276,35.326249,42.8300,22.5900,32.1100,20.2400,606.0000,0.4012,0.2153,33.5417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.5127,39.2490,0.0732,1.6504
2020-12,4.918276,35.371164,42.1500,24.1100,32.2150,18.0400,649.0000,0.4200,0.2383,36.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.3807,36.0018,0.0557,1.7541
2020-12,4.918276,35.416080,44.1500,24.2700,33.3200,19.8800,590.0000,0.3191,0.1795,19.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.5843,36.0018,0.0557,1.7541
2020-12,4.918276,35.460996,39.5500,24.0900,30.8150,15.4600,990.0000,0.4610,0.2377,43.4917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.2940,34.9770,0.1081,1.8110
2020-12,4.918276,35.505912,34.4500,21.4900,26.8325,12.9600,1386.0000,0.5767,0.2976,62.7833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.0767,34.9770,0.1081,1.8110
2020-12,4.918276,35.550827,32.1100,21.2700,25.7675,10.8400,1308.0000,0.6731,0.3567,78.8417,1.7274,0.8637,0.0000,0.0000,0.0000,0.0000,52.1798,33.7899,0.1683,1.8436
2020-12,4.873360,34.922007,39.4900,19.5900,28.7775,19.9000,453.0000,0.5582,0.3384,59.7000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,48.1142,35.6543,0.1273,1.6188
2020-12,4.873360,34.966922,40.7700,21.6900,30.0275,19.0800,455.0000,0.4451,0.2379,40.8500,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,52.9872,39.2495,0.1148,1.6048
2020-12,4.873360,35.011838,42.3100,22.5300,31.3525,19.7800,487.0000,0.4420,0.2482,40.3250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.5394,39.2495,0.1148,1.6048
2020-12,4.873360,35.056754,41.2500,23.7700,31.5225,17.4800,532.0000,0.4363,0.2668,39.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.5039,41.4641,0.0819,1.5921
2020-12,4.873360,35.101670,41.9100,22.0900,30.7800,19.8200,514.0000,0.4331,0.2339,38.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.2444,41.4641,0.0819,1.5921
2020-12,4.873360,35.146585,41.8500,22.1900,30.7700,19.6600,594.0000,0.4464,0.2419,41.0583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.2444,41.4641,0.0819,1.5921
2020-12,4.873360,35.191501,38.6300,22.6100,29.9200,16.0200,554.0000,0.4914,0.2887,48.5583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.7165,43.3744,0.1017,1.5608
2020-12,4.873360,35.236417,42.0900,23.1900,31.7125,18.9000,550.0000,0.4028,0.2350,33.7917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.4921,43.3744,0.1017,1.5608
2020-12,4.873360,35.281333,42.0700,24.2500,32.2300,17.8200,585.0000,0.4273,0.2475,37.8833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.7503,39.2490,0.0732,1.6504
2020-12,4.873360,35.326249,39.8300,24.5900,31.3850,15.2400,818.0000,0.4931,0.2740,48.8500,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,54.7327,39.2490,0.0732,1.6504
2020-12,4.873360,35.371164,41.4100,24.0500,31.3400,17.3600,701.0000,0.4033,0.2197,33.8917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.1949,36.0018,0.0557,1.7541
2020-12,4.873360,35.416080,42.8900,24.5500,32.3525,18.3400,715.0000,0.3703,0.1889,28.3833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.3341,36.0018,0.0557,1.7541
2020-12,4.873360,35.460996,37.6900,22.7900,28.7750,14.9000,1112.0000,0.4995,0.2485,49.9083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.1301,34.9770,0.1081,1.8110
2020-12,4.873360,35.505912,32.9500,18.6300,24.7700,14.3200,1477.0000,0.6578,0.3485,76.2917,1.5813,0.0000,0.8637,0.0000,0.0000,0.0000,55.7926,34.9770,0.1081,1.8110
2020-12,4.873360,35.550827,29.2500,18.8500,23.2350,10.4000,1161.0000,0.7686,0.4380,94.7667,1.0098,0.0000,0.0000,0.0000,0.0000,0.0000,45.8377,33.7899,0.1683,1.8436
2020-12,4.828445,34.787259,40.8500,18.8900,28.9325,21.9600,453.0000,0.5442,0.3038,57.3583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.7363,36.0959,0.1325,2.1248
2020-12,4.828445,34.832175,43.8100,19.8700,30.7875,23.9400,465.0000,0.4362,0.2239,39.3667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.5504,36.0959,0.1325,2.1248
2020-12,4.828445,34.877091,43.5100,19.7900,30.6500,23.7200,459.0000,0.4832,0.2802,47.1917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.3517,35.7397,0.1227,2.0552
2020-12,4.828445,34.922007,40.9100,19.5100,29.4225,21.4000,455.0000,0.4936,0.3233,48.9333,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,52.4982,35.7397,0.1227,2.0552
2020-12,4.828445,34.966922,39.8300,18.6500,28.5075,21.1800,454.0000,0.5513,0.3481,58.5500,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,49.0707,40.6107,0.1025,2.0323
2020-12,4.828445,35.011838,41.2900,19.1700,29.3750,22.1200,463.0000,0.4894,0.2952,48.2250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.0208,40.6107,0.1025,2.0323
2020-12,4.828445,35.056754,44.0300,19.5300,30.6425,24.5000,471.0000,0.4226,0.2191,37.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.4542,42.3913,0.0957,1.8227
2020-12,4.828445,35.101670,43.9300,21.8700,31.3475,22.0600,477.0000,0.4034,0.2242,33.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.3283,42.3913,0.0957,1.8227
2020-12,4.828445,35.146585,41.4100,24.6100,31.5825,16.8000,703.0000,0.4372,0.2511,39.5250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.3283,42.3913,0.0957,1.8227
2020-12,4.828445,35.191501,37.9500,23.5300,29.7550,14.4200,653.0000,0.4889,0.2721,48.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.7256,44.3378,0.1113,1.6903
2020-12,4.828445,35.236417,36.2900,22.7700,28.3900,13.5200,743.0000,0.5702,0.2992,61.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1548,44.3378,0.1113,1.6903
2020-12,4.828445,35.281333,33.0100,20.2500,25.6750,12.7600,1003.0000,0.6276,0.3426,71.2583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.9749,39.5947,0.0730,1.7833
2020-12,4.828445,35.326249,40.3900,22.1300,30.0150,18.2600,880.0000,0.4420,0.2420,40.3250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.0744,39.5947,0.0730,1.7833
2020-12,4.828445,35.371164,42.7300,21.5700,31.3375,21.1600,738.0000,0.3923,0.2084,32.0500,0.0000,0.0000,0.0000,0.0000,0.0000,17.0000,50.7932,36.9197,0.0641,1.8782
2020-12,4.828445,35.416080,39.7900,22.5700,30.1850,17.2200,1024.0000,0.4438,0.2169,40.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.2282,36.9197,0.0641,1.8782
2020-12,4.828445,35.460996,34.6900,20.1500,26.6275,14.5400,1056.0000,0.5387,0.2741,56.4500,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,47.0425,35.3401,0.1409,1.9301
2020-12,4.828445,35.505912,31.5300,19.0300,24.5150,12.5000,1359.0000,0.6633,0.3552,77.2083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.7480,35.3401,0.1409,1.9301
2020-12,4.828445,35.550827,34.8300,22.6100,27.4350,12.2200,850.0000,0.5691,0.3032,61.5083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.0394,33.9265,0.1217,1.9704
2020-12,4.783529,34.652512,40.0700,20.3100,28.8350,19.7600,477.0000,0.5654,0.3169,60.8917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.8763,37.1890,0.0952,2.1921
2020-12,4.783529,34.697428,41.4500,19.0300,29.2000,22.4200,468.0000,0.4978,0.2818,49.6333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.8763,37.1890,0.0952,2.1921
2020-12,4.783529,34.742344,41.4700,19.0100,29.3250,22.4600,457.0000,0.4875,0.2715,47.9083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.9688,37.1890,0.0952,2.1921
2020-12,4.783529,34.787259,40.5500,19.0500,28.9850,21.5000,456.0000,0.5333,0.2947,55.5583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.3251,36.0959,0.1325,2.1248
2020-12,4.783529,34.832175,43.7100,19.6300,30.6450,24.0800,463.0000,0.4182,0.2179,36.3583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.0283,36.0959,0.1325,2.1248
2020-12,4.783529,34.877091,42.4100,19.1100,29.8425,23.3000,459.0000,0.5042,0.2838,50.7083,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,45.0270,35.7397,0.1227,2.0552
2020-12,4.783529,34.922007,37.9900,18.5100,27.7950,19.4800,456.0000,0.5958,0.3890,65.9583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.1279,35.7397,0.1227,2.0552
2020-12,4.783529,34.966922,37.2500,17.9700,27.5175,19.2800,457.0000,0.6144,0.3719,69.0667,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,44.9807,40.6107,0.1025,2.0323
2020-12,4.783529,35.011838,40.4700,18.5500,28.9025,21.9200,458.0000,0.4698,0.2787,44.9583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.8456,40.6107,0.1025,2.0323
2020-12,4.783529,35.056754,44.1300,20.1900,30.7625,23.9400,464.0000,0.4114,0.2382,35.2333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.7131,42.3913,0.0957,1.8227
2020-12,4.783529,35.101670,44.4100,22.4700,31.8950,21.9400,478.0000,0.3779,0.2167,29.6417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.3609,42.3913,0.0957,1.8227
